TICKER,COMPANY,WEBSITE,INDUSTRY,SECTOR,PRICE,CURRENCY,CRITERIA PASSED
HPQ,HP Inc.,https://www.hp.com,Computer Hardware,Technology,30.18,USD,0
HUBB,Hubbell Incorporated,https://www.hubbell.com,Electrical Equipment & Parts,Industrials,325.99,USD,0
HUM,Humana Inc.,https://www.humana.com,Healthcare Plans,Healthcare,453.2,USD,0
HBAN,Huntington Bancshares Incorporated,https://www.huntington.com,Banks—Regional,Financial Services,12.66,USD,0
HII,"Huntington Ingalls Industries, Inc.",https://www.huntingtoningalls.com,Aerospace & Defense,Industrials,256.09,USD,0
IBM,International Business Machines Corporation,https://www.ibm.com,Information Technology Services,Technology,162.14,USD,0
IEX,IDEX Corporation,https://www.idexcorp.com,Specialty Industrial Machinery,Industrials,214.38,USD,0
IDXX,"IDEXX Laboratories, Inc.",https://www.idexx.com,Diagnostics & Research,Healthcare,554.04,USD,0
ITW,Illinois Tool Works Inc.,https://www.itw.com,Specialty Industrial Machinery,Industrials,261.91,USD,0
ILMN,"Illumina, Inc.",https://www.illumina.com,Diagnostics & Research,Healthcare,140.0,USD,0
INTC,Intel Corporation,https://www.intel.com,Semiconductors,Technology,48.0,USD,0
ICE,"Intercontinental Exchange, Inc.",https://www.ice.com,Financial Data & Stock Exchanges,Financial Services,125.72,USD,0
IFF,International Flavors & Fragrances Inc.,https://www.iff.com,Specialty Chemicals,Basic Materials,80.7,USD,0
IP,International Paper Company,https://www.internationalpaper.com,Packaging & Containers,Consumer Cyclical,36.64,USD,0
IPG,"The Interpublic Group of Companies, Inc.",https://www.interpublic.com,Advertising Agencies,Communication Services,32.86,USD,0
ISRG,"Intuitive Surgical, Inc.",https://www.intuitive.com,Medical Instruments & Supplies,Healthcare,336.26,USD,0
IVZ,Invesco Ltd.,https://www.invesco.com,Asset Management,Financial Services,17.7,USD,0
JBHT,"J.B. Hunt Transport Services, Inc.",https://www.jbhunt.com,Integrated Freight & Logistics,Industrials,201.7,USD,0
JBL,Jabil Inc.,https://www.jabil.com,Electronic Components,Technology,127.88,USD,0
JKHY,"Jack Henry & Associates, Inc.",https://www.jackhenry.com,Information Technology Services,Technology,165.08,USD,0
J,Jacobs Solutions Inc.,https://www.jacobs.com,Engineering & Construction,Industrials,128.07,USD,0
JNJ,Johnson & Johnson,https://www.jnj.com,Drug Manufacturers—General,Healthcare,155.46,USD,0
JCI,Johnson Controls International plc,https://www.johnsoncontrols.com,Building Products & Equipment,Industrials,56.74,USD,0
JPM,JPMorgan Chase & Co.,https://www.jpmorganchase.com,Banks—Diversified,Financial Services,167.4,USD,0
JNPR,"Juniper Networks, Inc.",https://www.juniper.net,Communication Equipment,Technology,29.45,USD,0
K,Kellanova,https://www.kellanova.com/us/en,Packaged Foods,Consumer Defensive,54.48,USD,0
KVUE,Kenvue Inc.,https://www.kenvue.com,Household & Personal Products,Consumer Defensive,21.36,USD,0
KDP,Keurig Dr Pepper Inc.,https://www.keurigdrpepper.com,Beverages—Non-Alcoholic,Consumer Defensive,32.83,USD,0
KEY,KeyCorp,https://www.key.com,Banks—Regional,Financial Services,14.29,USD,0
KEYS,"Keysight Technologies, Inc.",https://www.keysight.com,Scientific & Technical Instruments,Technology,159.21,USD,0
KMB,Kimberly-Clark Corporation,https://www.kimberly-clark.com,Household & Personal Products,Consumer Defensive,120.21,USD,0
KIM,Kimco Realty Corporation,https://www.kimcorealty.com,REIT - Retail,Real Estate,21.76,USD,0
KMI,"Kinder Morgan, Inc.",https://www.kindermorgan.com,Oil & Gas Midstream,Energy,17.72,USD,0
KLAC,KLA Corporation,https://www.kla.com,Semiconductor Equipment & Materials,Technology,582.65,USD,0
KHC,The Kraft Heinz Company,https://www.kraftheinzcompany.com,Packaged Foods,Consumer Defensive,36.36,USD,0
KR,The Kroger Co.,https://www.thekrogerco.com,Grocery Stores,Consumer Defensive,45.14,USD,0
LHX,"L3Harris Technologies, Inc.",https://www.l3harris.com,Aerospace & Defense,Industrials,208.49,USD,0
LH,Laboratory Corporation of America Holdings,https://www.labcorp.com,Diagnostics & Research,Healthcare,224.02,USD,0
LRCX,Lam Research Corporation,https://www.lamresearch.com,Semiconductor Equipment & Materials,Technology,779.99,USD,0
LW,"Lamb Weston Holdings, Inc.",https://www.lambweston.com,Packaged Foods,Consumer Defensive,104.7,USD,0
LVS,Las Vegas Sands Corp.,https://www.sands.com,Resorts & Casinos,Consumer Cyclical,48.92,USD,0
LDOS,"Leidos Holdings, Inc.",https://www.leidos.com,Information Technology Services,Technology,107.63,USD,0
LEN,Lennar Corporation,https://www.lennar.com,Residential Construction,Consumer Cyclical,147.42,USD,0
LIN,Linde plc,https://www.linde.com,Specialty Chemicals,Basic Materials,410.74,USD,0
LYV,"Live Nation Entertainment, Inc.",https://www.livenationentertainment.com,Entertainment,Communication Services,91.43,USD,0
LKQ,LKQ Corporation,https://www.lkqcorp.com,Auto Parts,Consumer Cyclical,47.8,USD,0
LMT,Lockheed Martin Corporation,https://www.lockheedmartin.com,Aerospace & Defense,Industrials,448.22,USD,0
LOW,"Lowe's Companies, Inc.",https://www.lowes.com,Home Improvement Retail,Consumer Cyclical,223.0,USD,0
LYB,LyondellBasell Industries N.V.,https://www.lyondellbasell.com,Specialty Chemicals,Basic Materials,96.06,USD,0
MTB,M&T Bank Corporation,https://www3.mtb.com,Banks—Regional,Financial Services,136.52,USD,0
MRO,Marathon Oil Corporation,https://www.marathonoil.com,Oil & Gas E&P,Energy,24.64,USD,0
MPC,Marathon Petroleum Corporation,https://www.marathonpetroleum.com,Oil & Gas Refining & Marketing,Energy,150.87,USD,0
MKTX,MarketAxess Holdings Inc.,https://www.marketaxess.com,Capital Markets,Financial Services,288.19,USD,0
MAR,"Marriott International, Inc.",https://www.marriott.com,Lodging,Consumer Cyclical,222.62,USD,0
MMC,"Marsh & McLennan Companies, Inc.",https://www.mmc.com,Insurance Brokers,Financial Services,187.9,USD,0
MLM,"Martin Marietta Materials, Inc.",https://www.martinmarietta.com,Building Materials,Basic Materials,496.38,USD,0
MAS,Masco Corporation,https://masco.com,Building Products & Equipment,Industrials,67.22,USD,0
MA,Mastercard Incorporated,https://www.mastercard.com,Credit Services,Financial Services,424.1,USD,0
MTCH,"Match Group, Inc.",https://www.mtch.com,Internet Content & Information,Communication Services,35.2,USD,0
MKC,"McCormick & Company, Incorporated",https://www.mccormickcorporation.com,Packaged Foods,Consumer Defensive,67.87,USD,0
MCD,McDonald's Corporation,https://corporate.mcdonalds.com,Restaurants,Consumer Cyclical,291.7,USD,0
MCK,McKesson Corporation,https://www.mckesson.com,Medical Distribution,Healthcare,454.2,USD,0
MDT,Medtronic plc,https://www.medtronic.com,Medical Devices,Healthcare,81.92,USD,0
MRK,"Merck & Co., Inc.",https://www.merck.com,Drug Manufacturers - General,Healthcare,107.7,USD,0
META,"Meta Platforms, Inc.",https://investor.fb.com,Internet Content & Information,Communication Services,353.39,USD,0
MET,"MetLife, Inc.",https://www.metlife.com,Insurance—Life,Financial Services,65.86,USD,0
MTD,Mettler-Toledo International Inc.,https://www.mt.com,Diagnostics & Research,Healthcare,1213.8,USD,0
MGM,MGM Resorts International,https://www.mgmresorts.com,Resorts & Casinos,Consumer Cyclical,44.38,USD,0
MCHP,Microchip Technology Incorporated,https://www.microchip.com,Semiconductors,Technology,90.19,USD,0
MU,"Micron Technology, Inc.",https://www.micron.com,Semiconductors,Technology,86.49,USD,0
MSFT,Microsoft Corporation,https://www.microsoft.com,Software—Infrastructure,Technology,374.58,USD,0
MAA,"Mid-America Apartment Communities, Inc.",https://www.maac.com,REIT—Residential,Real Estate,133.12,USD,0
MRNA,"Moderna, Inc.",https://www.modernatx.com,Biotechnology,Healthcare,94.89,USD,0
MHK,"Mohawk Industries, Inc.",https://www.mohawkind.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,103.11,USD,0
TAP,Molson Coors Beverage Company,https://www.molsoncoors.com,Beverages—Brewers,Consumer Defensive,61.36,USD,0
MDLZ,"Mondelez International, Inc.",https://www.mondelezinternational.com,Confectioners,Consumer Defensive,71.21,USD,0
MNST,Monster Beverage Corporation,https://www.monsterbevcorp.com,Beverages—Non-Alcoholic,Consumer Defensive,56.01,USD,0
MCO,Moody's Corporation,https://www.moodys.com,Financial Data & Stock Exchanges,Financial Services,387.58,USD,0
MS,Morgan Stanley,https://www.morganstanley.com,Capital Markets,Financial Services,92.41,USD,0
MSI,"Motorola Solutions, Inc.",https://www.motorolasolutions.com,Communication Equipment,Technology,309.85,USD,0
MSCI,MSCI Inc.,https://www.msci.com,Financial Data & Stock Exchanges,Financial Services,562.28,USD,0
NDAQ,"Nasdaq, Inc.",https://www.nasdaq.com,Financial Data & Stock Exchanges,Financial Services,57.04,USD,0
NTAP,"NetApp, Inc.",https://www.netapp.com,Computer Hardware,Technology,89.4,USD,0
NFLX,"Netflix, Inc.",https://www.netflix.com,Entertainment,Communication Services,486.76,USD,0
NEM,Newmont Corporation,https://www.newmont.com,Gold,Basic Materials,42.06,USD,0
NWSA,News Corporation,https://www.newscorp.com,Entertainment,Communication Services,23.8,USD,0
NEE,"NextEra Energy, Inc.",https://www.nexteraenergy.com,Utilities—Regulated Electric,Utilities,59.75,USD,0
NKE,"NIKE, Inc.",https://www.nike.com,Footwear & Accessories,Consumer Cyclical,108.04,USD,0
NI,NiSource Inc.,https://www.nisource.com,Utilities—Regulated Gas,Utilities,26.25,USD,0
NDSN,Nordson Corporation,https://www.nordson.com,Specialty Industrial Machinery,Industrials,261.36,USD,0
NSC,Norfolk Southern Corporation,https://www.norfolksouthern.com,Railroads,Industrials,234.12,USD,0
NTRS,Northern Trust Corporation,https://www.northerntrust.com,Asset Management,Financial Services,83.84,USD,0
NOC,Northrop Grumman Corporation,https://www.northropgrumman.com,Aerospace & Defense,Industrials,463.13,USD,0
NCLH,Norwegian Cruise Line Holdings Ltd.,https://www.nclhltd.com,Travel Services,Consumer Cyclical,20.95,USD,0
NRG,"NRG Energy, Inc.",https://www.nrg.com,Utilities—Independent Power Producers,Utilities,50.0,USD,0
NUE,Nucor Corporation,https://www.nucor.com,Steel,Basic Materials,178.06,USD,0
NVDA,NVIDIA Corporation,https://www.nvidia.com,Semiconductors,Technology,488.3,USD,0
NVR,"NVR, Inc.",https://www.nvrinc.com,Residential Construction,Consumer Cyclical,6980.17,USD,0
NXPI,NXP Semiconductors N.V.,https://www.nxp.com,Semiconductors,Technology,228.95,USD,0
ORLY,"O'Reilly Automotive, Inc.",https://www.oreillyauto.com,Specialty Retail,Consumer Cyclical,952.06,USD,0
OXY,Occidental Petroleum Corporation,https://www.oxy.com,Oil & Gas E&P,Energy,60.81,USD,0
ODFL,"Old Dominion Freight Line, Inc.",https://www.odfl.com,Trucking,Industrials,412.97,USD,0
OMC,Omnicom Group Inc.,https://www.omnicomgroup.com,Advertising Agencies,Communication Services,86.08,USD,0
OKE,"ONEOK, Inc.",https://www.oneok.com/,Oil & Gas Midstream,Energy,70.16,USD,0
ORCL,Oracle Corporation,https://www.oracle.com,Software—Infrastructure,Technology,106.2,USD,0
OTIS,Otis Worldwide Corporation,https://www.otis.com,Specialty Industrial Machinery,Industrials,89.11,USD,0
PCAR,PACCAR Inc,https://www.paccar.com,Farm & Heavy Construction Machinery,Industrials,97.47,USD,0
PKG,Packaging Corporation of America,https://www.packagingcorp.com,Packaging & Containers,Consumer Cyclical,163.68,USD,0
PANW,"Palo Alto Networks, Inc.",https://www.paloaltonetworks.com,Software—Infrastructure,Technology,298.21,USD,0
PARA,Paramount Global,https://www.paramount.com,Entertainment,Communication Services,15.0,USD,0
PH,Parker-Hannifin Corporation,https://www.phstock.com,Specialty Industrial Machinery,Industrials,458.19,USD,0
PAYX,"Paychex, Inc.",https://www.paychex.com,Staffing & Employment Services,Industrials,119.86,USD,0
PYPL,"PayPal Holdings, Inc.",https://www.paypal.com,Credit Services,Financial Services,61.84,USD,0
PNR,Pentair plc,https://www.pentair.com,Specialty Industrial Machinery,Industrials,71.89,USD,0
PEP,"PepsiCo, Inc.",https://www.pepsico.com,Beverages—Non-Alcoholic,Consumer Defensive,167.68,USD,0
PFE,Pfizer Inc.,https://www.pfizer.com,Drug Manufacturers—General,Healthcare,28.4,USD,0
PM,Philip Morris International Inc.,https://www.pmi.com,Tobacco,Consumer Defensive,92.94,USD,0
PSX,Phillips 66,https://www.phillips66.com,Oil & Gas Refining & Marketing,Energy,134.06,USD,0
PNW,Pinnacle West Capital Corporation,https://www.pinnaclewest.com,Utilities—Regulated Electric,Utilities,71.13,USD,0
PXD,Pioneer Natural Resources Company,https://www.pxd.com,Oil & Gas E&P,Energy,228.63,USD,0
PNC,"The PNC Financial Services Group, Inc.",https://www.pnc.com,Banks—Regional,Financial Services,152.47,USD,0
PPG,"PPG Industries, Inc.",https://www.ppg.com,Specialty Chemicals,Basic Materials,148.75,USD,0
PPL,PPL Corporation,https://www.pplweb.com,Utilities—Regulated Electric,Utilities,26.82,USD,0
PFG,"Principal Financial Group, Inc.",https://www.principal.com,Asset Management,Financial Services,78.9,USD,0
PG,The Procter & Gamble Company,https://www.pginvestor.com,Household & Personal Products,Consumer Defensive,145.28,USD,0
PGR,The Progressive Corporation,https://www.progressive.com,Insurance—Property & Casualty,Financial Services,157.76,USD,0
PLD,"Prologis, Inc.",https://www.prologis.com,REIT—Industrial,Real Estate,132.4,USD,0
PRU,"Prudential Financial, Inc.",https://www.prudential.com,Insurance—Life,Financial Services,103.54,USD,0
PEG,Public Service Enterprise Group Incorporated,https://www.pseg.com,Utilities—Regulated Electric,Utilities,60.65,USD,0
PTC,PTC Inc.,https://www.ptc.com,Software—Application,Technology,173.97,USD,0
PSA,Public Storage,https://www.publicstorage.com,REIT—Industrial,Real Estate,297.93,USD,0
QRVO,"Qorvo, Inc.",https://www.qorvo.com,Semiconductors,Technology,112.6,USD,0
PWR,"Quanta Services, Inc.",https://www.quantaservices.com,Engineering & Construction,Industrials,214.04,USD,0
DGX,Quest Diagnostics Incorporated,https://www.questdiagnostics.com,Diagnostics & Research,Healthcare,136.74,USD,0
RL,Ralph Lauren Corporation,https://www.ralphlauren.com,Apparel Manufacturing,Consumer Cyclical,145.47,USD,0
RJF,"Raymond James Financial, Inc.",https://www.raymondjames.com,Capital Markets,Financial Services,111.71,USD,0
RTX,RTX Corporation,https://www.rtx.com,Aerospace & Defense,Industrials,83.23,USD,0
REG,Regency Centers Corporation,https://www.regencycenters.com,REIT—Retail,Real Estate,66.61,USD,0
REGN,"Regeneron Pharmaceuticals, Inc.",https://www.regeneron.com,Biotechnology,Healthcare,846.72,USD,0
RF,Regions Financial Corporation,https://www.regions.com,Banks—Regional,Financial Services,19.27,USD,0
RSG,"Republic Services, Inc.",https://www.republicservices.com,Waste Management,Industrials,162.69,USD,0
RMD,ResMed Inc.,https://www.resmed.com,Medical Instruments & Supplies,Healthcare,171.4,USD,0
RVTY,"Revvity, Inc.",https://www.revvity.com,Diagnostics & Research,Healthcare,107.71,USD,0
RHI,Robert Half Inc.,https://www.roberthalf.com,Staffing & Employment Services,Industrials,87.27,USD,0
ROK,"Rockwell Automation, Inc.",https://www.rockwellautomation.com,Specialty Industrial Machinery,Industrials,307.78,USD,0
ROL,"Rollins, Inc.",https://www.rollins.com,Personal Services,Consumer Cyclical,42.98,USD,0
ROP,"Roper Technologies, Inc.",https://www.ropertech.com,Software—Application,Technology,542.85,USD,0
ROST,"Ross Stores, Inc.",https://www.rossstores.com,Apparel Retail,Consumer Cyclical,136.42,USD,0
RCL,Royal Caribbean Cruises Ltd.,https://www.rclinvestor.com,Travel Services,Consumer Cyclical,128.21,USD,0
SBAC,SBA Communications Corporation,https://www.sbasite.com,REIT—Specialty,Real Estate,251.43,USD,0
SLB,Schlumberger Limited,https://www.slb.com,Oil & Gas Equipment & Services,Energy,53.08,USD,0
STX,Seagate Technology Holdings plc,https://www.seagate.com,Computer Hardware,Technology,85.16,USD,0
SRE,Sempra,https://www.sempra.com,Utilities—Diversified,Utilities,73.7,USD,0
SHW,The Sherwin-Williams Company,https://www.sherwin-williams.com,Specialty Chemicals,Basic Materials,311.27,USD,0
SPG,"Simon Property Group, Inc.",https://www.simon.com,REIT—Retail,Real Estate,142.3,USD,0
SWKS,"Skyworks Solutions, Inc.",https://www.skyworksinc.com,Semiconductors,Technology,112.84,USD,0
SJM,The J. M. Smucker Company,https://www.jmsmucker.com,Packaged Foods,Consumer Defensive,124.76,USD,0
SNA,Snap-on Incorporated,https://www.snapon.com,Tools & Accessories,Industrials,288.15,USD,0
SO,The Southern Company,https://www.southerncompany.com,Utilities—Regulated Electric,Utilities,69.44,USD,0
LUV,Southwest Airlines Co.,https://www.southwest.com,Airlines,Industrials,29.5,USD,0
SWK,"Stanley Black & Decker, Inc.",https://www.stanleyblackanddecker.com,Tools & Accessories,Industrials,98.16,USD,0
SBUX,Starbucks Corporation,https://www.starbucks.com,Restaurants,Consumer Cyclical,95.28,USD,0
STT,State Street Corporation,https://www.statestreet.com,Asset Management,Financial Services,77.19,USD,0
STLD,"Steel Dynamics, Inc.",https://stld.steeldynamics.com,Steel,Basic Materials,121.84,USD,0
STE,STERIS plc,https://www.steris.com,Medical Devices,Healthcare,219.79,USD,0
SYK,Stryker Corporation,https://www.stryker.com,Medical Devices,Healthcare,297.5,USD,0
SYF,Synchrony Financial,https://www.synchrony.com,Credit Services,Financial Services,37.94,USD,0
TMUS,"T-Mobile US, Inc.",https://www.t-mobile.com,Telecom Services,Communication Services,155.71,USD,0
TROW,"T. Rowe Price Group, Inc.",https://www.troweprice.com,Asset Management,Financial Services,107.89,USD,0
TTWO,"Take-Two Interactive Software, Inc.",https://www.take2games.com,Electronic Gaming & Multimedia,Communication Services,161.95,USD,0
TPR,"Tapestry, Inc.",https://www.tapestry.com,Luxury Goods,Consumer Cyclical,37.05,USD,0
TRGP,Targa Resources Corp.,https://www.targaresources.com,Oil & Gas Midstream,Energy,86.71,USD,0
TGT,Target Corporation,https://corporate.target.com,Discount Stores,Consumer Defensive,140.2,USD,0
TEL,TE Connectivity Ltd.,https://www.te.com,Electronic Components,Technology,140.97,USD,0
TDY,Teledyne Technologies Incorporated,https://www.teledyne.com,Scientific & Technical Instruments,Technology,433.45,USD,0
TFX,Teleflex Incorporated,https://www.teleflex.com,Medical Instruments & Supplies,Healthcare,250.95,USD,0
TER,"Teradyne, Inc.",https://www.teradyne.com,Semiconductor Equipment & Materials,Technology,107.63,USD,0
TXT,Textron Inc.,https://www.textron.com,Aerospace & Defense,Industrials,80.43,USD,0
TJX,"The TJX Companies, Inc.",https://www.tjx.com,Apparel Retail,Consumer Cyclical,91.85,USD,0
TT,Trane Technologies plc,https://www.tranetechnologies.com,Building Products & Equipment,Industrials,242.4,USD,0
TDG,TransDigm Group Incorporated,https://www.transdigm.com,Aerospace & Defense,Industrials,1000.42,USD,0
TRV,"The Travelers Companies, Inc.",https://www.travelers.com,Insurance—Property & Casualty,Financial Services,185.8,USD,0
TRMB,Trimble Inc.,https://www.trimble.com,Scientific & Technical Instruments,Technology,52.44,USD,0
TFC,Truist Financial Corporation,https://www.truist.com,Banks—Regional,Financial Services,36.76,USD,0
TYL,"Tyler Technologies, Inc.",https://www.tylertech.com,Software—Application,Technology,415.0,USD,0
TSN,"Tyson Foods, Inc.",https://www.tysonfoods.com,Farm Products,Consumer Defensive,51.94,USD,0
USB,U.S. Bancorp,https://www.usbank.com,Banks—Regional,Financial Services,43.51,USD,0
UDR,"UDR, Inc.",https://www.udr.com,REIT—Residential,Real Estate,37.65,USD,0
ULTA,"Ulta Beauty, Inc.",https://www.ulta.com,Specialty Retail,Consumer Cyclical,471.36,USD,0
UNP,Union Pacific Corporation,https://www.up.com,Railroads,Industrials,243.58,USD,0
UAL,"United Airlines Holdings, Inc.",https://www.united.com,Airlines,Industrials,42.55,USD,0
UPS,"United Parcel Service, Inc.",https://www.ups.com,Integrated Freight & Logistics,Industrials,158.25,USD,0
URI,"United Rentals, Inc.",https://www.unitedrentals.com,Rental & Leasing Services,Industrials,570.51,USD,0
UHS,"Universal Health Services, Inc.",https://uhs.com,Medical Care Facilities,Healthcare,153.08,USD,0
VLO,Valero Energy Corporation,https://www.valero.com,Oil & Gas Refining & Marketing,Energy,132.2,USD,0
VTR,"Ventas, Inc.",https://www.ventasreit.com,REIT—Healthcare Facilities,Real Estate,49.9,USD,0
VLTO,Veralto Corporation,https://jobs.danaher.com/global/en/eas,Pollution & Treatment Controls,Industrials,81.64,USD,0
VRSN,"VeriSign, Inc.",https://www.verisign.com,Software—Infrastructure,Technology,206.39,USD,0
VRSK,"Verisk Analytics, Inc.",https://www.verisk.com,Consulting Services,Industrials,236.2,USD,0
VZ,Verizon Communications Inc.,https://www.verizon.com,Telecom Services,Communication Services,37.49,USD,0
VFC,V.F. Corporation,https://www.vfc.com,Apparel Manufacturing,Consumer Cyclical,18.59,USD,0
VTRS,Viatris Inc.,https://www.viatris.com,Drug Manufacturers—Specialty & Generic,Healthcare,10.65,USD,0
V,Visa Inc.,https://www.visa.com,Credit Services,Financial Services,258.43,USD,0
VMC,Vulcan Materials Company,https://www.vulcanmaterials.com,Building Materials,Basic Materials,224.93,USD,0
WRB,W. R. Berkley Corporation,https://www.berkley.com,Insurance—Property & Casualty,Financial Services,70.21,USD,0
WBA,"Walgreens Boots Alliance, Inc.",https://www.walgreensbootsalliance.com,Pharmaceutical Retailers,Healthcare,26.22,USD,0
WMT,Walmart Inc.,https://www.stock.walmart.com,Discount Stores,Consumer Defensive,156.65,USD,0
DIS,The Walt Disney Company,https://www.thewaltdisneycompany.com,Entertainment,Communication Services,91.02,USD,0
WBD,"Warner Bros. Discovery, Inc.",https://ir.wbd.com,Entertainment,Communication Services,11.27,USD,0
WM,"Waste Management, Inc.",https://www.wm.com,Waste Management,Industrials,176.95,USD,0
WAT,Waters Corporation,https://www.waters.com,Diagnostics & Research,Healthcare,329.74,USD,0
WEC,"WEC Energy Group, Inc.",https://www.wecenergygroup.com,Utilities—Regulated Electric,Utilities,82.94,USD,0
WFC,Wells Fargo & Company,https://www.wellsfargo.com,Banks—Diversified,Financial Services,49.18,USD,0
WELL,Welltower Inc.,https://www.welltower.com,REIT—Healthcare Facilities,Real Estate,89.96,USD,0
WST,"West Pharmaceutical Services, Inc.",https://www.westpharma.com,Medical Instruments & Supplies,Healthcare,354.93,USD,0
WDC,Western Digital Corporation,https://www.westerndigital.com,Computer Hardware,Technology,52.66,USD,0
WRK,WestRock Company,https://www.westrock.com,Packaging & Containers,Consumer Cyclical,41.75,USD,0
WY,Weyerhaeuser Company,https://www.weyerhaeuser.com,REIT—Specialty,Real Estate,34.36,USD,0
WHR,Whirlpool Corporation,https://www.whirlpoolcorp.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,119.13,USD,0
WMB,"The Williams Companies, Inc.",https://www.williams.com,Oil & Gas Midstream,Energy,35.14,USD,0
WTW,Willis Towers Watson Public Limited Company,https://www.willistowerswatson.com,Insurance Brokers,Financial Services,240.09,USD,0
GWW,"W.W. Grainger, Inc.",https://www.grainger.com,Industrial Distribution,Industrials,827.85,USD,0
WYNN,"Wynn Resorts, Limited",https://www.wynnresorts.com,Resorts & Casinos,Consumer Cyclical,90.42,USD,0
XEL,Xcel Energy Inc.,https://www.xcelenergy.com,Utilities—Regulated Electric,Utilities,62.06,USD,0
XYL,Xylem Inc.,https://www.xylem.com,Specialty Industrial Machinery,Industrials,112.64,USD,0
YUM,"Yum! Brands, Inc.",https://www.yum.com,Restaurants,Consumer Cyclical,130.0,USD,0
ZBRA,Zebra Technologies Corporation,https://www.zebra.com,Communication Equipment,Technology,269.41,USD,0
ZBH,"Zimmer Biomet Holdings, Inc.",https://www.zimmerbiomet.com,Medical Devices,Healthcare,120.56,USD,0
ZION,"Zions Bancorporation, National Association",https://www.zionsbancorporation.com,Banks—Regional,Financial Services,44.0,USD,0
ZTS,Zoetis Inc.,https://www.zoetis.com,Drug Manufacturers—Specialty & Generic,Healthcare,194.98,USD,0
